,id,phone_number,is_terrorist,gender,age,family_linkage,special_tag,father_id,mother_id,spouse_id,call_group
254,732851457,1686652,False,m,57,False,,0,417012306,848907673,citizen_group_73
255,501671595,5898852,False,m,37,False,,768603376,559665173,699465777,citizen_group_222
256,851451800,6106101,False,m,24,False,,249816558,357643419,0,citizen_group_197
257,945496028,3598633,False,m,39,False,,594924975,789699384,661318101,citizen_group_13
258,631144314,5806189,False,f,72,False,,0,0,0,citizen_group_170
259,774965436,2821295,False,m,66,False,,0,0,0,citizen_group_113
260,315634037,2908239,False,m,63,False,,0,0,675952981,citizen_group_9
261,742648624,6977707,False,m,23,False,,594548669,378828624,497110063,citizen_group_132
262,768942704,4895999,True,m,25,False,,709009523,529777295,0,terror_group_43
263,811473002,9705296,False,m,50,False,,0,444428918,280130084,terror_group_24
264,737024905,5268227,False,m,32,False,,756730247,449065992,0,citizen_group_205
265,153268140,8604586,False,m,55,False,,0,733730032,758045231,citizen_group_153
266,284377892,5960781,False,m,61,False,,0,0,788614050,citizen_group_15
267,200829319,1697014,False,m,36,False,,180070918,753165322,0,citizen_group_152
268,232649351,8448647,False,m,15,False,,803299249,314482877,318318813,terror_group_28
269,863240089,1607259,False,f,56,False,,0,164754402,662221305,citizen_group_165
270,350308213,1541451,False,m,66,False,,0,0,162463149,citizen_group_53
271,853515605,9550657,False,m,63,False,,0,0,348218280,citizen_group_171
272,980719495,1187657,False,m,55,False,,0,0,865261488,citizen_group_27
273,193136289,7697358,False,m,70,False,,0,0,923346009,citizen_group_101
274,701463293,7121651,False,m,18,False,,509481439,115402935,0,citizen_group_192
275,279007927,8876124,False,m,49,False,,138858985,384508383,802254780,citizen_group_71
276,254508585,1883067,False,f,63,False,,0,0,685513553,citizen_group_189
277,753027895,9714192,False,f,24,False,,886209717,961346224,675268615,citizen_group_116
278,926945701,9050864,False,f,35,False,,649438344,916141272,890095261,citizen_group_199
279,512083531,7091845,False,m,74,False,,0,0,316438483,citizen_group_69
280,189342226,5514049,False,m,66,False,,0,0,995664729,terror_group_57
281,766029816,1693702,False,f,55,False,,0,853826563,408981370,citizen_group_147
282,931294131,6043714,False,f,24,False,,866595573,231345280,101500764,terror_group_33
283,956480570,6973261,False,f,57,False,,0,0,779192671,citizen_group_86
284,701109592,4356647,False,m,34,False,,207649573,174340390,840144295,terror_group_10
285,242052829,8207619,False,f,27,False,,175674917,172426191,922065701,citizen_group_104
286,148159725,6659131,False,m,35,False,,649564686,988000888,442203910,citizen_group_224
287,341974235,1056504,False,f,21,False,,417000615,746485269,949879501,citizen_group_215
288,983646891,9460317,False,f,67,False,,0,0,751549442,citizen_group_4
289,704732140,8719772,False,f,65,False,,0,0,271763122,citizen_group_131
290,398021292,7934449,False,f,64,False,,0,0,959988558,citizen_group_185
291,780498914,4022487,False,f,41,False,,380952208,215320104,946314480,citizen_group_221
292,187294990,1712859,False,f,23,False,,530751521,192217205,899321632,citizen_group_27
293,779842898,8353968,False,f,23,False,,571504967,116310805,882930886,terror_group_41
294,651989607,5443155,False,m,24,False,,978157563,952203703,145637213,citizen_group_127
295,531745942,9916890,True,f,14,False,,932962514,299206490,465627017,terror_group_38
296,149620686,8156959,False,m,67,False,,0,0,0,citizen_group_149
297,436042808,3093615,False,f,42,False,,582979010,909973690,142309922,citizen_group_172
298,910960778,1782179,False,f,30,False,,166242741,901687440,969480024,terror_group_43
299,509227794,2745050,False,m,54,False,,0,864521041,241679988,citizen_group_61
300,966849184,1569623,False,m,62,False,,0,0,938481983,citizen_group_134
301,505099315,6364591,False,f,45,False,,392931766,718566108,596992600,citizen_group_18
302,654865498,7920761,False,m,35,False,,601754413,531848186,985825009,citizen_group_152
303,567422176,5121834,False,m,67,False,,0,0,751119750,citizen_group_69
304,320516763,7429895,False,f,39,False,,411318594,670032297,191305405,citizen_group_14
305,696624032,2482307,False,m,56,False,,0,0,345802155,citizen_group_59
306,297181753,3527556,False,m,32,False,,686966077,868450261,0,citizen_group_218
307,908619235,4010565,True,f,34,False,,134125849,618218336,479009608,terror_group_64
308,224618684,2727638,False,m,16,False,,165662822,300142323,458414586,citizen_group_220
309,205383126,7265415,False,m,14,False,,134803671,622529175,342721345,citizen_group_3
310,241917711,7412406,False,m,32,False,,400910244,605479113,172665013,terror_group_62
311,862553453,9157537,False,m,42,False,,0,505679355,541815134,citizen_group_201
312,972212799,4113407,False,f,57,False,,0,0,946052091,citizen_group_13
313,944471601,5278627,False,m,51,False,,0,365060745,767679040,citizen_group_65
314,873656931,7883430,False,m,46,False,,0,793586388,989366351,citizen_group_211
315,193391556,4536400,False,f,58,False,,0,211122325,212205337,citizen_group_95
316,308465786,5832780,False,f,37,False,,285646463,949281038,226401988,citizen_group_150
317,640533783,3504382,False,f,34,False,,468212325,246687982,623281751,terror_group_4
318,780094921,6793152,False,f,59,False,,0,0,104001303,citizen_group_88
319,242220982,6304532,True,f,18,False,,138310906,814048077,469115997,terror_group_20
320,766905508,5467836,False,f,58,False,,0,0,344818968,citizen_group_165
321,602950917,8398798,False,f,51,False,,880169344,569406543,736208939,citizen_group_162
322,187273176,4714330,False,f,68,False,,0,0,383745213,citizen_group_38
323,230758639,2902369,False,m,39,False,,0,328944559,149293248,citizen_group_100
324,236450716,4348035,False,m,62,False,,0,0,154298814,terror_group_48
325,782322339,7511581,False,f,56,False,,0,436117116,126931165,citizen_group_151
326,538586750,4182011,False,f,57,False,,0,0,993222251,citizen_group_7
327,651122768,6003937,False,f,49,False,,747962485,124794818,959465067,terror_group_26
328,303736927,8789304,False,f,31,False,,285981280,981627742,851643214,citizen_group_119
329,535031297,7631058,False,f,35,False,,470497265,408946670,739741290,citizen_group_220
330,574040438,9747348,False,f,19,False,,207568660,253282013,703293410,citizen_group_25
331,886699529,9060894,False,m,70,False,,0,0,910967655,citizen_group_45
332,478179091,9051504,False,m,46,False,,751170213,380128621,516315768,terror_group_7
333,402939935,5172894,False,m,43,False,,103816638,144710833,826757652,terror_group_22
334,557224377,4940825,False,m,53,False,,0,0,144826418,terror_group_46
335,419242930,1369192,False,f,56,False,,0,0,675255532,citizen_group_174
336,563954292,5290800,True,m,22,False,,209743687,279203013,363101044,terror_group_47
337,171045027,7148545,False,f,68,False,,0,0,178263581,citizen_group_138
338,213489218,7188795,False,f,43,False,,861661213,525863125,455839453,terror_group_48
339,291378396,3239376,False,f,53,False,,0,764684944,730937041,citizen_group_205
340,845707073,4081217,False,f,41,False,,353356943,319990756,345688188,terror_group_56
341,963043432,4468333,False,f,74,False,,0,0,0,terror_group_53
342,254933394,1537758,False,m,65,False,,0,0,790125114,citizen_group_48
343,986720728,8986168,False,f,67,False,,0,0,280477942,citizen_group_126
344,903981733,6421756,False,m,64,False,,0,0,247916011,citizen_group_58
345,308775939,4031360,False,m,56,False,,0,0,391434486,citizen_group_158
346,779304956,5299664,False,m,73,False,,0,0,582644198,terror_group_0
347,150286165,1863512,False,m,64,False,,0,0,275469142,terror_group_23
348,905297277,6550999,False,m,12,False,,119256269,440599654,0,citizen_group_74
349,944740539,8938160,False,f,63,False,,0,0,463510741,citizen_group_43
350,908335929,2201511,False,m,41,False,,116266769,714829360,502612885,terror_group_21
351,986702560,6673519,False,f,49,False,,593078673,592882800,487173408,citizen_group_37
352,612445011,9342469,False,m,16,False,,670514485,623321940,169699473,terror_group_16
353,805965328,7721367,False,m,55,False,,0,648069628,731334974,terror_group_6
354,518448204,8134856,True,m,17,False,,940071372,393711104,134188121,terror_group_53
355,594273544,1958005,False,f,35,False,,993691226,316921951,366647107,citizen_group_106
356,156157688,4133987,False,f,48,False,,212613075,417580200,701943026,citizen_group_19
357,300588208,5173923,False,f,39,False,,0,665646069,430144805,citizen_group_31
358,930952404,2533593,False,m,14,False,,408258970,632608947,801233158,citizen_group_186
359,133668209,1418005,False,f,22,False,,0,747728858,117210107,citizen_group_10
360,601821776,5945472,False,m,68,False,,0,0,162568453,citizen_group_28
361,367852408,4450104,False,m,49,False,,577082560,401692061,209772722,terror_group_10
362,835528215,4341350,False,f,68,False,,0,0,0,citizen_group_8
363,994943053,3840757,False,m,23,False,,482543913,980689430,912686110,citizen_group_197
364,251330044,5276083,False,m,73,False,,0,0,204197119,citizen_group_212
365,774664602,9304857,False,m,37,False,,874298070,545619719,821439228,citizen_group_45
366,913935530,1339644,False,m,42,False,,605657858,345053854,353999183,citizen_group_85
367,609151744,8533808,False,m,17,False,,930733366,307168175,964420484,citizen_group_17
368,603956256,3258563,False,m,31,False,,997600361,862117185,386994155,terror_group_30
369,788921223,4523852,False,m,34,False,,0,673852514,348216357,citizen_group_24
370,761816690,1636226,False,m,30,False,,0,206189624,563831463,citizen_group_17
371,414274908,8783260,False,m,20,False,,843383461,397217881,956447836,citizen_group_129
372,840541643,4008231,False,m,17,False,,343431860,967560100,847422992,citizen_group_149
373,760213764,3086632,False,f,37,False,,828926599,166036393,964900854,terror_group_71
374,108251363,8866626,False,m,67,False,,0,0,280660333,citizen_group_206
